Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product, Price_per_Unit ,Units_Sold, Total_Sales , Operating_Profit ,Sales_Method
Kohls,1189833,2021-05-08,West,California,Los Angeles,Mens Athletic Footwear,55,8500,467500,116875,Outlet
Kohls,1189833,2021-05-09,West,California,Los Angeles,Womens Street Footwear,50,7000,350000,140000,Outlet
Kohls,1189833,2021-05-10,West,California,Los Angeles,Womens Athletic Footwear,50,6500,325000,113750,Outlet
Kohls,1189833,2021-05-11,West,California,Los Angeles,Mens Apparel,60,6500,390000,214500,Outlet
Kohls,1189833,2021-05-12,West,California,Los Angeles,Womens Apparel,65,7000,455000,91000,Outlet
Kohls,1189833,2021-05-13,West,California,Los Angeles,Mens Street Footwear,50,8000,400000,160000,Outlet
Kohls,1189833,2021-05-14,West,California,Los Angeles,Mens Athletic Footwear,55,8000,440000,110000,Outlet
Kohls,1189833,2021-05-15,West,California,Los Angeles,Womens Street Footwear,50,6500,325000,130000,Outlet
Kohls,1189833,2021-05-16,West,California,Los Angeles,Womens Athletic Footwear,50,6250,312500,109375,Outlet
Kohls,1189833,2021-05-17,West,California,Los Angeles,Mens Apparel,60,6000,360000,198000,Outlet
Kohls,1189833,2021-05-18,West,California,Los Angeles,Womens Apparel,65,6500,422500,84500,Outlet
Kohls,1189833,2021-05-19,West,California,Los Angeles,Mens Street Footwear,50,8250,412500,165000,Outlet
Kohls,1189833,2021-05-20,West,California,Los Angeles,Mens Athletic Footwear,55,8250,453750,113438,Outlet
Kohls,1189833,2021-05-21,West,California,Los Angeles,Womens Street Footwear,50,6750,337500,135000,Outlet
Kohls,1189833,2021-05-22,West,California,Los Angeles,Womens Athletic Footwear,50,6500,325000,113750,Outlet
Kohls,1189833,2021-05-23,West,California,Los Angeles,Mens Apparel,60,6000,360000,198000,Outlet
Kohls,1189833,2021-05-24,West,California,Los Angeles,Womens Apparel,65,7000,455000,91000,Outlet
Kohls,1189833,2021-05-25,West,California,Los Angeles,Mens Street Footwear,50,9000,450000,180000,Outlet
Kohls,1189833,2021-05-26,West,California,Los Angeles,Mens Athletic Footwear,55,9000,495000,123750,Outlet
Kohls,1189833,2021-05-27,West,California,Los Angeles,Womens Street Footwear,50,7000,350000,140000,Outlet
Kohls,1189833,2021-05-28,West,California,Los Angeles,Womens Athletic Footwear,50,7000,350000,122500,Outlet
Kohls,1189833,2021-05-29,West,California,Los Angeles,Mens Apparel,60,6250,375000,206250,Outlet
Kohls,1189833,2021-05-30,West,California,Los Angeles,Womens Apparel,65,7250,471250,94250,Outlet
Foot Locker,1185732,2021-05-31,West,California,Los Angeles,Mens Street Footwear,45,4750,213750,85500,Outlet
Foot Locker,1185732,2021-06-01,West,California,Los Angeles,Mens Athletic Footwear,45,2750,123750,43313,Outlet
Foot Locker,1185732,2021-06-02,West,California,Los Angeles,Womens Street Footwear,35,2750,96250,33688,Outlet
Foot Locker,1185732,2021-06-03,West,California,Los Angeles,Womens Athletic Footwear,40,1250,50000,20000,Outlet
Foot Locker,1185732,2021-06-04,Midwest,Illinois,Chicago,Mens Apparel,55,1750,96250,33688,Outlet
Foot Locker,1185732,2021-06-05,Midwest,Illinois,Chicago,Womens Apparel,45,2750,123750,61875,Outlet
Foot Locker,1185732,2021-06-06,Midwest,Illinois,Chicago,Mens Street Footwear,45,5250,236250,94500,Outlet
Foot Locker,1185732,2021-06-07,Midwest,Illinois,Chicago,Mens Athletic Footwear,45,1750,78750,27563,Outlet
Foot Locker,1185732,2021-06-08,Midwest,Illinois,Chicago,Womens Street Footwear,35,2250,78750,27563,Outlet
Foot Locker,1185732,2021-06-09,Midwest,Illinois,Chicago,Womens Athletic Footwear,40,1000,40000,16000,Outlet
Foot Locker,1185732,2021-06-10,Midwest,Illinois,Chicago,Mens Apparel,55,1750,96250,33688,Outlet
Foot Locker,1185732,2021-06-11,Midwest,Illinois,Chicago,Womens Apparel,45,2750,123750,61875,Outlet
Foot Locker,1185732,2021-06-12,Midwest,Illinois,Chicago,Mens Street Footwear,50,4950,247500,99000,Outlet
Foot Locker,1185732,2021-06-13,Midwest,Illinois,Chicago,Mens Athletic Footwear,50,2000,100000,35000,Outlet
Foot Locker,1185732,2021-06-14,Midwest,Illinois,Chicago,Womens Street Footwear,40,2250,90000,31500,Outlet
Foot Locker,1185732,2021-06-15,Midwest,Illinois,Chicago,Womens Athletic Footwear,45,750,33750,13500,Outlet
Foot Locker,1185732,2021-06-16,Midwest,Illinois,Chicago,Mens Apparel,60,1250,75000,26250,Outlet
Foot Locker,1185732,2021-06-17,Midwest,Illinois,Chicago,Womens Apparel,50,2250,112500,56250,Outlet
Foot Locker,1185732,2021-06-18,Midwest,Illinois,Chicago,Mens Street Footwear,50,4500,225000,90000,Outlet
Foot Locker,1185732,2021-06-19,Midwest,Illinois,Chicago,Mens Athletic Footwear,50,1500,75000,26250,Outlet
Foot Locker,1185732,2021-06-20,Midwest,Illinois,Chicago,Womens Street Footwear,40,1500,60000,21000,Outlet
Foot Locker,1185732,2021-06-21,Midwest,Illinois,Chicago,Womens Athletic Footwear,45,750,33750,13500,Outlet
Foot Locker,1185732,2021-06-22,Midwest,Illinois,Chicago,Mens Apparel,60,1000,60000,21000,Outlet
Foot Locker,1185732,2021-06-23,Midwest,Illinois,Chicago,Womens Apparel,50,2250,112500,56250,Outlet
Foot Locker,1185732,2021-06-24,Midwest,Illinois,Chicago,Mens Street Footwear,60,4950,297000,118800,Outlet
Foot Locker,1185732,2021-06-25,Midwest,Illinois,Chicago,Mens Athletic Footwear,55,2000,110000,38500,Outlet
Foot Locker,1185732,2021-06-26,Midwest,Illinois,Chicago,Womens Street Footwear,50,1750,87500,30625,Outlet
Foot Locker,1185732,2021-06-27,Midwest,Illinois,Chicago,Womens Athletic Footwear,50,1000,50000,20000,Outlet
Foot Locker,1185732,2021-06-28,Midwest,Illinois,Chicago,Mens Apparel,60,1250,75000,26250,Outlet
Foot Locker,1185732,2021-06-29,Midwest,Illinois,Chicago,Womens Apparel,65,2500,162500,81250,Outlet
Foot Locker,1185732,2021-06-30,Midwest,Illinois,Chicago,Mens Street Footwear,50,5000,250000,100000,Outlet
Foot Locker,1185732,2021-07-01,Midwest,Illinois,Chicago,Mens Athletic Footwear,45,2500,112500,39375,Outlet
Foot Locker,1185732,2021-07-02,Midwest,Illinois,Chicago,Womens Street Footwear,40,2000,80000,28000,Outlet
Foot Locker,1185732,2021-07-03,Midwest,Illinois,Chicago,Womens Athletic Footwear,40,1750,70000,28000,Outlet
Foot Locker,1185732,2021-07-04,Midwest,Illinois,Chicago,Mens Apparel,50,1750,87500,30625,Outlet
Foot Locker,1185732,2021-07-05,Midwest,Illinois,Chicago,Womens Apparel,55,3500,192500,96250,Outlet
Foot Locker,1185732,2021-07-06,Midwest,Illinois,Chicago,Mens Street Footwear,50,5750,287500,115000,Outlet
Foot Locker,1185732,2021-07-07,Midwest,Illinois,Chicago,Mens Athletic Footwear,45,3250,146250,51188,Outlet
Foot Locker,1185732,2021-07-08,Midwest,Illinois,Chicago,Womens Street Footwear,40,2500,100000,35000,Outlet
Foot Locker,1185732,2021-07-09,Midwest,Illinois,Chicago,Womens Athletic Footwear,40,2000,80000,32000,Outlet
Foot Locker,1185732,2021-07-10,Midwest,Illinois,Chicago,Mens Apparel,50,2250,112500,39375,Outlet
Foot Locker,1185732,2021-07-11,Midwest,Illinois,Chicago,Womens Apparel,55,4000,220000,110000,Outlet
Foot Locker,1185732,2021-07-12,Midwest,Illinois,Chicago,Mens Street Footwear,50,5500,275000,110000,Outlet
Foot Locker,1185732,2021-07-13,Midwest,Illinois,Chicago,Mens Athletic Footwear,45,3250,146250,51188,Outlet
Foot Locker,1185732,2021-07-14,Midwest,Illinois,Chicago,Womens Street Footwear,40,2500,100000,35000,Outlet
Foot Locker,1185732,2021-07-15,Midwest,Illinois,Chicago,Womens Athletic Footwear,40,2250,90000,36000,Outlet
Foot Locker,1185732,2021-07-16,Midwest,Illinois,Chicago,Mens Apparel,50,2000,100000,35000,Outlet
Foot Locker,1185732,2021-07-17,Midwest,Illinois,Chicago,Womens Apparel,55,3750,206250,103125,Outlet
Foot Locker,1185732,2021-07-18,Midwest,Illinois,Chicago,Mens Street Footwear,50,5000,250000,100000,Outlet
Foot Locker,1185732,2021-07-19,Midwest,Illinois,Chicago,Mens Athletic Footwear,45,3000,135000,47250,Outlet
Foot Locker,1185732,2021-07-20,Midwest,Illinois,Chicago,Womens Street Footwear,40,2000,80000,28000,Outlet
Foot Locker,1185732,2021-07-21,Midwest,Illinois,Chicago,Womens Athletic Footwear,40,1750,70000,28000,Outlet
Foot Locker,1185732,2021-07-22,Midwest,Illinois,Chicago,Mens Apparel,50,1750,87500,30625,Outlet
Foot Locker,1185732,2021-07-23,Midwest,Illinois,Chicago,Womens Apparel,55,2500,137500,68750,Outlet
Foot Locker,1185732,2021-07-24,Midwest,Illinois,Chicago,Mens Street Footwear,60,4250,255000,102000,Outlet
Foot Locker,1185732,2021-07-25,Midwest,Illinois,Chicago,Mens Athletic Footwear,50,2500,125000,43750,Outlet
Foot Locker,1185732,2021-07-26,Midwest,Illinois,Chicago,Womens Street Footwear,50,1500,75000,26250,Outlet
Foot Locker,1185732,2021-07-27,Midwest,Illinois,Chicago,Womens Athletic Footwear,50,1250,62500,25000,Outlet
Foot Locker,1185732,2021-07-28,Midwest,Illinois,Chicago,Mens Apparel,60,1250,75000,26250,Outlet
Foot Locker,1185732,2021-07-29,Midwest,Illinois,Chicago,Womens Apparel,65,2500,162500,81250,Outlet
Foot Locker,1185732,2021-07-30,Midwest,Illinois,Chicago,Mens Street Footwear,60,4000,240000,96000,Outlet
Foot Locker,1185732,2021-07-31,Midwest,Illinois,Chicago,Mens Athletic Footwear,50,2500,125000,43750,Outlet
Foot Locker,1185732,2021-08-01,Midwest,Illinois,Chicago,Womens Street Footwear,50,1950,97500,34125,Outlet
Foot Locker,1185732,2021-08-02,Midwest,Illinois,Chicago,Womens Athletic Footwear,50,1750,87500,35000,Outlet
Foot Locker,1185732,2021-08-03,Midwest,Illinois,Chicago,Mens Apparel,60,1500,90000,31500,Outlet
Foot Locker,1185732,2021-08-04,Midwest,Illinois,Chicago,Womens Apparel,65,2500,162500,81250,Outlet
Foot Locker,1185732,2021-08-05,Midwest,Illinois,Chicago,Mens Street Footwear,60,5000,300000,120000,Outlet
Foot Locker,1185732,2021-08-06,Midwest,Illinois,Chicago,Mens Athletic Footwear,50,3000,150000,52500,Outlet
Foot Locker,1185732,2021-08-07,Midwest,Illinois,Chicago,Womens Street Footwear,50,2500,125000,43750,Outlet
Foot Locker,1185732,2021-08-08,Midwest,Illinois,Chicago,Womens Athletic Footwear,50,2000,100000,40000,Outlet
Foot Locker,1185732,2021-08-09,Midwest,Illinois,Chicago,Mens Apparel,60,2000,120000,42000,Outlet
Foot Locker,1185732,2021-08-10,Midwest,Illinois,Chicago,Womens Apparel,65,3000,195000,97500,Outlet
Sports Direct,1197831,2021-08-11,Midwest,Illinois,Chicago,Mens Street Footwear,20,7250,145000,43500,Outlet
Sports Direct,1197831,2021-08-12,Midwest,Illinois,Chicago,Mens Athletic Footwear,30,7250,217500,65250,Outlet
Sports Direct,1197831,2021-08-13,Midwest,Illinois,Chicago,Womens Street Footwear,30,5250,157500,47250,Outlet
Sports Direct,1197831,2021-08-14,Midwest,Illinois,Chicago,Womens Athletic Footwear,35,5250,183750,73500,Outlet
Sports Direct,1197831,2021-08-15,South,Texas,Dallas,Mens Apparel,40,3750,150000,37500,Outlet
Sports Direct,1197831,2021-08-16,South,Texas,Dallas,Womens Apparel,35,5250,183750,82688,Outlet
Sports Direct,1197831,2021-08-17,South,Texas,Dallas,Mens Street Footwear,25,6750,168750,50625,Outlet
Sports Direct,1197831,2021-08-18,South,Texas,Dallas,Mens Athletic Footwear,35,6500,227500,68250,Outlet
Sports Direct,1197831,2021-08-19,South,Texas,Dallas,Womens Street Footwear,35,4750,166250,49875,Outlet
Sports Direct,1197831,2021-08-20,South,Texas,Dallas,Womens Athletic Footwear,35,4250,148750,59500,Outlet
Sports Direct,1197831,2021-08-21,South,Texas,Dallas,Mens Apparel,40,3000,120000,30000,Outlet
Sports Direct,1197831,2021-08-22,South,Texas,Dallas,Womens Apparel,35,5000,175000,78750,Outlet
Sports Direct,1197831,2021-08-23,South,Texas,Dallas,Mens Street Footwear,30,6750,202500,70875,Outlet
Sports Direct,1197831,2021-08-24,South,Texas,Dallas,Mens Athletic Footwear,40,6750,270000,94500,Outlet
Sports Direct,1197831,2021-08-25,South,Texas,Dallas,Womens Street Footwear,30,5000,150000,52500,Outlet
Sports Direct,1197831,2021-08-26,South,Texas,Dallas,Womens Athletic Footwear,35,4000,140000,63000,Outlet
Sports Direct,1197831,2021-08-27,South,Texas,Dallas,Mens Apparel,40,3000,120000,36000,Outlet
Sports Direct,1197831,2021-08-28,South,Texas,Dallas,Womens Apparel,35,4500,157500,78750,Outlet
Sports Direct,1197831,2021-08-29,South,Texas,Dallas,Mens Street Footwear,20,7000,140000,49000,Outlet
Sports Direct,1197831,2021-08-30,South,Texas,Dallas,Mens Athletic Footwear,30,7000,210000,73500,Outlet
Sports Direct,1197831,2021-08-31,South,Texas,Dallas,Womens Street Footwear,25,5250,131250,45938,Outlet
Sports Direct,1197831,2021-09-01,South,Texas,Dallas,Womens Athletic Footwear,30,4250,127500,57375,Outlet
Sports Direct,1197831,2021-09-02,South,Texas,Dallas,Mens Apparel,35,3250,113750,34125,Outlet
Sports Direct,1197831,2021-09-03,South,Texas,Dallas,Womens Apparel,30,6000,180000,90000,Outlet
Sports Direct,1197831,2021-09-04,South,Texas,Dallas,Mens Street Footwear,20,7500,150000,52500,Outlet
Sports Direct,1197831,2021-09-05,South,Texas,Dallas,Mens Athletic Footwear,30,7750,232500,81375,Outlet
Sports Direct,1197831,2021-09-06,South,Texas,Dallas,Womens Street Footwear,25,6250,156250,54688,Outlet
Sports Direct,1197831,2021-09-07,South,Texas,Dallas,Womens Athletic Footwear,35,5500,192500,86625,Outlet
Sports Direct,1197831,2021-09-08,South,Texas,Dallas,Mens Apparel,50,4500,225000,67500,Outlet
Sports Direct,1197831,2021-09-09,South,Texas,Dallas,Womens Apparel,45,8000,360000,180000,Outlet
Sports Direct,1197831,2021-09-10,South,Texas,Dallas,Mens Street Footwear,45,8000,360000,126000,Outlet
Sports Direct,1197831,2021-09-11,South,Texas,Dallas,Mens Athletic Footwear,50,8000,400000,140000,Outlet
Sports Direct,1197831,2021-09-12,South,Texas,Dallas,Womens Street Footwear,45,6500,292500,102375,Outlet
Sports Direct,1197831,2021-09-13,South,Texas,Dallas,Womens Athletic Footwear,45,6000,270000,121500,Outlet
Sports Direct,1197831,2021-09-14,South,Texas,Dallas,Mens Apparel,50,5000,250000,75000,Outlet
Sports Direct,1197831,2021-09-15,South,Texas,Dallas,Womens Apparel,55,8750,481250,240625,Outlet
Sports Direct,1197831,2021-09-16,South,Texas,Dallas,Mens Street Footwear,45,8250,371250,148500,Outlet
Sports Direct,1197831,2021-09-17,South,Texas,Dallas,Mens Athletic Footwear,50,8250,412500,165000,Outlet
Sports Direct,1197831,2021-09-18,South,Texas,Dallas,Womens Street Footwear,45,9750,438750,175500,Outlet
Sports Direct,1197831,2021-09-19,South,Texas,Dallas,Womens Athletic Footwear,45,5750,258750,129375,Outlet
Sports Direct,1197831,2021-09-20,South,Texas,Dallas,Mens Apparel,50,5750,287500,100625,Outlet
Sports Direct,1197831,2021-09-21,South,Texas,Dallas,Womens Apparel,60,8500,510000,280500,Outlet
Sports Direct,1197831,2021-09-22,South,Texas,Dallas,Mens Street Footwear,50,8000,400000,160000,Outlet
Sports Direct,1197831,2021-09-23,South,Texas,Dallas,Mens Athletic Footwear,55,8000,440000,176000,Outlet
Sports Direct,1197831,2021-09-24,South,Texas,Dallas,Womens Street Footwear,50,9750,487500,195000,Outlet
Sports Direct,1197831,2021-09-25,South,Texas,Dallas,Womens Athletic Footwear,50,5250,262500,131250,Outlet
Sports Direct,1197831,2021-09-26,South,Texas,Dallas,Mens Apparel,55,5250,288750,101063,Outlet
Sports Direct,1197831,2021-09-27,South,Texas,Dallas,Womens Apparel,60,7750,465000,255750,Outlet
Sports Direct,1197831,2021-09-28,South,Texas,Dallas,Mens Street Footwear,55,7250,398750,159500,Outlet
Sports Direct,1197831,2021-09-29,South,Texas,Dallas,Mens Athletic Footwear,55,6750,371250,148500,Outlet
Sports Direct,1197831,2021-09-30,South,Texas,Dallas,Womens Street Footwear,60,7250,435000,174000,Outlet
Sports Direct,1197831,2021-10-01,South,Texas,Dallas,Womens Athletic Footwear,60,4500,270000,135000,Outlet
Sports Direct,1197831,2021-10-02,South,Texas,Dallas,Mens Apparel,55,4500,247500,86625,Outlet
Sports Direct,1197831,2021-10-03,South,Texas,Dallas,Womens Apparel,50,6750,337500,185625,Outlet
Sports Direct,1197831,2021-10-04,South,Texas,Dallas,Mens Street Footwear,40,6250,250000,100000,Outlet
Sports Direct,1197831,2021-10-05,South,Texas,Dallas,Mens Athletic Footwear,40,6250,250000,100000,Outlet
Sports Direct,1197831,2021-10-06,South,Texas,Dallas,Womens Street Footwear,45,5750,258750,103500,Outlet
Sports Direct,1197831,2021-10-07,South,Texas,Dallas,Womens Athletic Footwear,45,4250,191250,95625,Outlet
Sports Direct,1197831,2021-10-08,South,Texas,Dallas,Mens Apparel,40,4000,160000,56000,Outlet
Sports Direct,1197831,2021-10-09,South,Texas,Dallas,Womens Apparel,50,5750,287500,158125,Outlet
Sports Direct,1197831,2021-10-10,South,Texas,Dallas,Mens Street Footwear,40,7250,290000,116000,Outlet
Sports Direct,1197831,2021-10-11,South,Texas,Dallas,Mens Athletic Footwear,40,7250,290000,116000,Outlet
Sports Direct,1197831,2021-10-12,South,Texas,Dallas,Womens Street Footwear,65,6500,422500,169000,Outlet
Sports Direct,1197831,2021-10-13,South,Texas,Dallas,Womens Athletic Footwear,65,5000,325000,162500,Outlet
Sports Direct,1197831,2021-10-14,South,Texas,Dallas,Mens Apparel,60,4750,285000,99750,Outlet
Sports Direct,1197831,2021-10-15,South,Texas,Dallas,Womens Apparel,70,6750,472500,259875,Outlet
Sports Direct,1197831,2021-10-16,South,Texas,Dallas,Mens Street Footwear,60,8250,495000,198000,Outlet
Sports Direct,1197831,2021-10-17,South,Texas,Dallas,Mens Athletic Footwear,60,8250,495000,198000,Outlet
Sports Direct,1197831,2021-10-18,South,Texas,Dallas,Womens Street Footwear,65,7250,471250,188500,Outlet
Sports Direct,1197831,2021-10-19,South,Texas,Dallas,Womens Athletic Footwear,65,5750,373750,186875,Outlet
Sports Direct,1197831,2021-10-20,South,Texas,Dallas,Mens Apparel,60,5250,315000,110250,Outlet
Sports Direct,1197831,2021-10-21,South,Texas,Dallas,Womens Apparel,70,7750,542500,298375,Outlet
Foot Locker,1185732,2021-10-22,South,Texas,Dallas,Mens Street Footwear,45,4250,191250,105188,Outlet
Foot Locker,1185732,2021-10-23,South,Texas,Dallas,Mens Athletic Footwear,45,2250,101250,35438,Outlet
Foot Locker,1185732,2021-10-24,South,Texas,Dallas,Womens Street Footwear,35,2250,78750,31500,Outlet
Foot Locker,1185732,2021-10-25,South,Texas,Dallas,Womens Athletic Footwear,40,750,30000,12000,Outlet
